,id,created,pids.doi.identifier,metadata.title,metadata.description,metadata.resource_type.title.en,metadata.publication_date,metadata.creators.person_or_org.type,metadata.creators.person_or_org.name,metadata.rights.id,OpenAlex_ID,ListofAlexIds,ListofNames,ListofOrcids
11,12690495,2024-08-30T13:51:25.944250+00:00,10.5281/zenodo.12690495,ASAP Team Chen PPMI Progression Project Key Resource Table,"<p>Included in this key resource table are all data, codes, and softwares used in this project.</p>",Other,2024-07-08 00:00:00,personal,"Schumacher, Jackson",cc-by-4.0,,,,
12,7153540,2022-10-06T16:58:07.398785+00:00,10.5281/zenodo.7153540,PPR_analysis_LRRK2,"<p>Script for PPR data from the manuscript:&nbsp;<strong>R1441C and G2019S LRRK2 knockin mice have distinct striatal molecular, physiological, and behavioral alterations by Xeanis</strong>&nbsp;et al.&nbsp; PR_analyzer determines the amplitudes and decay times of stimulus-evoked PSPs over a&nbsp;&nbsp;user-specified range of either 5% - 95% or 10% - 90% of baseline from&nbsp;PClamp .abf files.</p>",Software,2022-10-06 00:00:00,personal,"Harry Xenias, Savio Chan, Loukia Parisiadou",cc-by-4.0,,,,
13,10430962,2024-01-03T15:37:23.090537+00:00,10.5281/zenodo.10430962,Roatarod test and beam-walk assay of Gba L444P mice,<p>This data is motobehavior test results of Gba L444P/L444P mice comparing age matched wildtype controls.</p>,Dataset,2023-12-25 00:00:00,personal,"Han, Tae-Un",cc-by-4.0,W4393570042,A5101764645,Tae‐Un Han,0000-0002-0287-0160
14,8335319,2023-09-11T15:15:09.846571+00:00,10.5281/zenodo.8335319,Membrane remodeling properties of the Parkinson's disease protein LRRK2,<p>This data set contains the primary data associated with the publication in PNAS</p>,Dataset,2023-09-11 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal","Wang, Xinbo
Espadas, Javier
Wu, Yumei
Cai, Shujun
Ge, Jinghua
Shao, Lin
Roux, Aurélien
De Camilli, Pietro",cc-by-4.0,W4393826560,A5100762075,Xinbo Wang,0000-0001-8524-9662
15,8335319,2023-09-11T15:15:09.846571+00:00,10.5281/zenodo.8335319,Membrane remodeling properties of the Parkinson's disease protein LRRK2,<p>This data set contains the primary data associated with the publication in PNAS</p>,Dataset,2023-09-11 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal","Wang, Xinbo
Espadas, Javier
Wu, Yumei
Cai, Shujun
Ge, Jinghua
Shao, Lin
Roux, Aurélien
De Camilli, Pietro",cc-by-4.0,W4393826560,A5090536824,Javier Espadas,0000-0002-4559-5410
16,8335319,2023-09-11T15:15:09.846571+00:00,10.5281/zenodo.8335319,Membrane remodeling properties of the Parkinson's disease protein LRRK2,<p>This data set contains the primary data associated with the publication in PNAS</p>,Dataset,2023-09-11 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal","Wang, Xinbo
Espadas, Javier
Wu, Yumei
Cai, Shujun
Ge, Jinghua
Shao, Lin
Roux, Aurélien
De Camilli, Pietro",cc-by-4.0,W4393826560,A5004727785,Yumei Wu,0000-0003-0878-7605
17,8335319,2023-09-11T15:15:09.846571+00:00,10.5281/zenodo.8335319,Membrane remodeling properties of the Parkinson's disease protein LRRK2,<p>This data set contains the primary data associated with the publication in PNAS</p>,Dataset,2023-09-11 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal","Wang, Xinbo
Espadas, Javier
Wu, Yumei
Cai, Shujun
Ge, Jinghua
Shao, Lin
Roux, Aurélien
De Camilli, Pietro",cc-by-4.0,W4393826560,A5040142346,Shujun Cai,0000-0002-8558-6279
18,8335319,2023-09-11T15:15:09.846571+00:00,10.5281/zenodo.8335319,Membrane remodeling properties of the Parkinson's disease protein LRRK2,<p>This data set contains the primary data associated with the publication in PNAS</p>,Dataset,2023-09-11 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal","Wang, Xinbo
Espadas, Javier
Wu, Yumei
Cai, Shujun
Ge, Jinghua
Shao, Lin
Roux, Aurélien
De Camilli, Pietro",cc-by-4.0,W4393826560,A5060299931,Jinghua Ge,0000-0002-5820-1521
19,8335319,2023-09-11T15:15:09.846571+00:00,10.5281/zenodo.8335319,Membrane remodeling properties of the Parkinson's disease protein LRRK2,<p>This data set contains the primary data associated with the publication in PNAS</p>,Dataset,2023-09-11 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal","Wang, Xinbo
Espadas, Javier
Wu, Yumei
Cai, Shujun
Ge, Jinghua
Shao, Lin
Roux, Aurélien
De Camilli, Pietro",cc-by-4.0,W4393826560,A5026423769,Lin Shao,0000-0002-1905-4442
20,8335319,2023-09-11T15:15:09.846571+00:00,10.5281/zenodo.8335319,Membrane remodeling properties of the Parkinson's disease protein LRRK2,<p>This data set contains the primary data associated with the publication in PNAS</p>,Dataset,2023-09-11 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal","Wang, Xinbo
Espadas, Javier
Wu, Yumei
Cai, Shujun
Ge, Jinghua
Shao, Lin
Roux, Aurélien
De Camilli, Pietro",cc-by-4.0,W4393826560,A5017325892,Aurélien Roux,0000-0002-6088-0711
21,8335319,2023-09-11T15:15:09.846571+00:00,10.5281/zenodo.8335319,Membrane remodeling properties of the Parkinson's disease protein LRRK2,<p>This data set contains the primary data associated with the publication in PNAS</p>,Dataset,2023-09-11 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal","Wang, Xinbo
Espadas, Javier
Wu, Yumei
Cai, Shujun
Ge, Jinghua
Shao, Lin
Roux, Aurélien
De Camilli, Pietro",cc-by-4.0,W4393826560,A5037459294,Pietro De Camilli,0000-0001-9045-0723
22,8204348,2023-08-02T16:30:00.663672+00:00,10.5281/zenodo.8204348,R code for paper Phenotype of GBA1 variants in individuals with and without Parkinson disease: the RAPSODI study,<p>This is the R code used to produce the results described in the paper.&nbsp;</p>,Other,2023-07-27 00:00:00,personal,"Toffoli, Marco",cc-by-4.0,,,,
23,8352764,2023-09-17T09:47:52.760669+00:00,10.5281/zenodo.8352764,"R scripts for analysis of publication ""Sex distribution of GBA1 Variants Carriers with Dementia with Lewy Bodies and Parkinson Disease""",<p>The R code used to produce the results reported in the paper.&nbsp;</p>,Software,2023-09-17 00:00:00,personal,Marco Toffoli,cc-by-4.0,,,,
24,11244913,2024-07-09T16:22:21.193367+00:00,10.5281/zenodo.11244913,Endogenous LRRK2 and PINK1 function in a convergent neuroprotective ciliogenesis pathway in the brain,<p>Raw data for main figures excuding Figure2 and 5. Each Figure has: PNG file of image; Readme text file and zip file with all the raw data.&nbsp;</p>,Dataset,2024-05-22 00:00:00,personal,"Bagnoli, Enrico",cc-by-4.0,,,,
25,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5077060611,Rekha Dhanwani,0000-0002-6592-8657
26,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5057542377,João Rodrigues Lima-Júnior,
27,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5109476794,Ashu Sethi,
28,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5114235233,John Pham,
29,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5046678361,Gregory P. Williams,0000-0001-9523-1781
30,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5044515449,April Frazier,0000-0002-4722-7304
31,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5075915109,Yaqian Xu,0000-0001-5890-3446
32,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5067845430,Amy W. Amara,0000-0003-0762-9656
33,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5000374325,David G. Standaert,0000-0003-2921-8348
34,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5061596611,Jennifer G. Goldman,0000-0001-5014-7535
35,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5006709022,Irene Litvan,0000-0002-3485-3445
36,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5037098776,Roy N. Alcalay,0000-0002-5717-4875
37,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5023547268,Bjoern Peters,0000-0002-8457-6693
38,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5026787858,David Sulzer,0000-0001-7632-0439
39,5703708,2021-11-16T00:10:28.318356+00:00,10.5281/zenodo.5703708,Transcriptional analysis of peripheral memory T cells reveals Parkinson's disease-specific gene signatures--Fluorospot SFC,"<p>Fluorospot SFC (combined IFNg, IL-5, and IL-10) data and corresponding HC-PD group IDs described in &quot;Transcriptional analysis of peripheral memory T cells reveals Parkinson&rsquo;s disease-specific gene signatures&quot;</p>",Dataset,2021-11-15 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Rekha Dhanwani
João Rodrigues Lima-Junior
Ashu Sethi
John Pham
Gregory Williams
April Frazier
Yaqian Xu
Amy W. Amara
David G. Standaert
Jennifer G. Goldman
Irene Litvan
Roy N. Alcalay
Bjoern Peters
David Sulzer
Cecilia S. Lindestam Arlehamn
Alessandro Sette",cc-by-2.0,W4394021969,A5066674783,Cecilia S. Lindestam Arlehamn,0000-0001-7302-8002
